owner,name,url,stars,createdAt,idade_dias,updatedAt,dias_desde_ultima_atualizacao,releases,prsMerged,issuesTotal,issuesClosed,closedRatio,primaryLanguage
google,zx,https://github.com/google/zx,44483,2021-05-05T05:50:01Z,1567,2025-08-19T19:49:43Z,0,95,546,489,476,0.9734,JavaScript
coollabsio,coolify,https://github.com/coollabsio/coolify,44385,2021-01-25T20:54:01Z,1667,2025-08-19T21:05:20Z,0,619,1646,2792,2231,0.7991,PHP
unslothai,unsloth,https://github.com/unslothai/unsloth,44343,2023-11-29T16:50:09Z,629,2025-08-19T21:01:40Z,0,16,478,2439,1728,0.7085,Python
termux,termux-app,https://github.com/termux/termux-app,44278,2015-10-23T09:42:46Z,3588,2025-08-19T21:03:38Z,0,95,162,2923,2519,0.8618,Java
vercel,hyper,https://github.com/vercel/hyper,44184,2016-07-01T06:01:21Z,3336,2025-08-19T08:09:54Z,0,88,3291,3814,2872,0.753,TypeScript
isocpp,CppCoreGuidelines,https://github.com/isocpp/CppCoreGuidelines,44084,2015-08-19T20:22:52Z,3653,2025-08-19T17:25:55Z,0,4,812,1211,964,0.796,CSS
2dust,v2rayNG,https://github.com/2dust/v2rayNG,43981,2019-05-15T02:15:31Z,2288,2025-08-19T19:49:40Z,0,256,498,3415,3409,0.9982,Kotlin
parcel-bundler,parcel,https://github.com/parcel-bundler/parcel,43929,2017-08-07T16:36:47Z,2934,2025-08-19T18:13:16Z,0,48,2591,5486,5009,0.9131,JavaScript
run-llama,llama_index,https://github.com/run-llama/llama_index,43780,2022-11-02T04:24:54Z,1021,2025-08-19T20:40:49Z,0,404,7001,6608,6381,0.9656,Python
DovAmir,awesome-design-patterns,https://github.com/DovAmir/awesome-design-patterns,43778,2018-06-04T17:47:48Z,2633,2025-08-19T16:36:06Z,0,0,30,15,5,0.3333,
astaxie,build-web-application-with-golang,https://github.com/astaxie/build-web-application-with-golang,43759,2012-08-02T11:49:35Z,4765,2025-08-19T07:40:54Z,0,0,757,304,183,0.602,Go
usememos,memos,https://github.com/usememos/memos,43727,2021-12-08T15:30:18Z,1350,2025-08-19T20:17:27Z,0,80,1796,2458,2435,0.9906,Go
acmesh-official,acme.sh,https://github.com/acmesh-official/acme.sh,43710,2015-12-26T12:56:33Z,3524,2025-08-19T20:12:21Z,0,44,1422,3316,2239,0.6752,Shell
karpathy,nanoGPT,https://github.com/karpathy/nanoGPT,43704,2022-12-28T00:51:12Z,965,2025-08-19T19:54:43Z,0,0,45,337,109,0.3234,Python
babel,babel,https://github.com/babel/babel,43694,2014-09-28T13:38:23Z,3978,2025-08-19T20:14:25Z,0,442,6282,8997,8401,0.9338,TypeScript
aymericdamien,TensorFlow-Examples,https://github.com/aymericdamien/TensorFlow-Examples,43691,2015-11-11T14:21:19Z,3569,2025-08-19T15:47:57Z,0,0,88,237,70,0.2954,Jupyter Notebook
react-hook-form,react-hook-form,https://github.com/react-hook-form/react-hook-form,43687,2019-03-05T23:47:10Z,2358,2025-08-19T20:56:11Z,0,585,2070,4834,4761,0.9849,TypeScript
square,retrofit,https://github.com/square/retrofit,43677,2010-09-06T21:39:43Z,5460,2025-08-19T10:10:54Z,0,4,1184,2748,2621,0.9538,HTML
microsoft,monaco-editor,https://github.com/microsoft/monaco-editor,43653,2016-06-07T16:56:31Z,3360,2025-08-19T18:31:47Z,0,91,467,3833,3153,0.8226,JavaScript
jeecgboot,JeecgBoot,https://github.com/jeecgboot/JeecgBoot,43651,2018-11-26T10:40:00Z,2458,2025-08-19T15:11:46Z,0,61,122,7564,7546,0.9976,Java
FuelLabs,fuels-rs,https://github.com/FuelLabs/fuels-rs,43633,2021-10-31T22:33:54Z,1387,2025-08-19T18:42:27Z,0,117,899,658,609,0.9255,Rust
FuelLabs,fuels-ts,https://github.com/FuelLabs/fuels-ts,43621,2021-09-03T18:11:03Z,1446,2025-08-19T18:42:29Z,0,154,1969,1456,1398,0.9602,TypeScript
prisma,prisma,https://github.com/prisma/prisma,43534,2019-06-20T13:33:47Z,2252,2025-08-19T20:16:52Z,0,223,6337,11352,9044,0.7967,TypeScript
grpc,grpc,https://github.com/grpc/grpc,43525,2014-12-08T18:58:53Z,3907,2025-08-19T20:14:51Z,0,355,20001,11792,11117,0.9428,C++
LeCoupa,awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,43473,2017-11-09T02:47:15Z,2840,2025-08-19T21:04:36Z,0,0,169,96,59,0.6146,JavaScript
yangshun,front-end-interview-handbook,https://github.com/yangshun/front-end-interview-handbook,43445,2018-01-13T19:40:08Z,2775,2025-08-19T18:57:15Z,0,0,345,101,91,0.901,MDX
streamich,react-use,https://github.com/streamich/react-use,43433,2018-10-27T10:16:05Z,2488,2025-08-19T20:15:22Z,0,256,1532,597,244,0.4087,TypeScript
Leaflet,Leaflet,https://github.com/Leaflet/Leaflet,43432,2010-09-22T16:57:44Z,5445,2025-08-19T19:14:19Z,0,33,3115,5278,4883,0.9252,JavaScript
metabase,metabase,https://github.com/metabase/metabase,43313,2015-02-02T19:25:47Z,3851,2025-08-19T20:55:06Z,0,676,33951,23034,19446,0.8442,Clojure
RocketChat,Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,43232,2015-05-19T07:36:09Z,3745,2025-08-19T18:37:44Z,0,1000,14453,16352,13774,0.8423,TypeScript
pyenv,pyenv,https://github.com/pyenv/pyenv,42940,2012-08-31T06:57:52Z,4736,2025-08-19T20:17:24Z,0,132,974,1858,1805,0.9715,Roff
GitSquared,edex-ui,https://github.com/GitSquared/edex-ui,42928,2017-01-28T09:35:02Z,3125,2025-08-19T19:36:08Z,0,29,399,559,553,0.9893,JavaScript
sudheerj,reactjs-interview-questions,https://github.com/sudheerj/reactjs-interview-questions,42799,2018-05-31T17:17:01Z,2637,2025-08-19T19:35:31Z,0,0,162,110,107,0.9727,JavaScript
FlowiseAI,Flowise,https://github.com/FlowiseAI/Flowise,42787,2023-03-31T12:23:09Z,872,2025-08-19T20:59:02Z,0,73,1329,2241,1629,0.7269,TypeScript
jellyfin,jellyfin,https://github.com/jellyfin/jellyfin,42772,2018-12-09T06:36:45Z,2445,2025-08-19T20:08:00Z,0,91,4816,7269,6880,0.9465,C#
expo,expo,https://github.com/expo/expo,42516,2016-08-15T17:14:25Z,3291,2025-08-19T21:02:56Z,0,0,17883,16953,16521,0.9745,TypeScript
ggml-org,whisper.cpp,https://github.com/ggml-org/whisper.cpp,42486,2022-09-25T18:26:37Z,1059,2025-08-19T21:08:13Z,0,27,863,1747,832,0.4762,C++
Unitech,pm2,https://github.com/Unitech/pm2,42471,2013-05-21T03:25:25Z,4473,2025-08-19T20:17:32Z,0,128,551,5079,4078,0.8029,JavaScript
coreybutler,nvm-windows,https://github.com/coreybutler/nvm-windows,42461,2014-09-20T16:37:28Z,3986,2025-08-19T20:43:50Z,0,23,107,926,847,0.9147,Go
ClickHouse,ClickHouse,https://github.com/ClickHouse/ClickHouse,42433,2016-06-02T08:28:18Z,3365,2025-08-19T19:39:54Z,0,672,50346,24959,20527,0.8224,C++
k88hudson,git-flight-rules,https://github.com/k88hudson/git-flight-rules,42418,2014-07-22T20:35:09Z,4046,2025-08-19T20:34:25Z,0,0,225,73,55,0.7534,
alex,what-happens-when,https://github.com/alex/what-happens-when,42153,2013-11-07T04:30:06Z,4303,2025-08-19T20:37:28Z,0,0,108,292,53,0.1815,
opendatalab,MinerU,https://github.com/opendatalab/MinerU,42153,2024-02-29T08:52:34Z,537,2025-08-19T20:19:40Z,0,121,1025,1671,1540,0.9216,Python
coqui-ai,TTS,https://github.com/coqui-ai/TTS,42136,2020-05-20T15:45:28Z,1917,2025-08-19T20:35:50Z,0,98,465,1189,1185,0.9966,Python
GokuMohandas,Made-With-ML,https://github.com/GokuMohandas/Made-With-ML,42062,2018-11-05T03:44:27Z,2479,2025-08-19T21:01:34Z,0,0,147,74,58,0.7838,Jupyter Notebook
Alamofire,Alamofire,https://github.com/Alamofire/Alamofire,42055,2014-07-31T05:56:19Z,4037,2025-08-19T18:29:45Z,0,102,650,2799,2757,0.985,Swift
faif,python-patterns,https://github.com/faif/python-patterns,41961,2012-06-06T21:02:35Z,4822,2025-08-19T14:55:45Z,0,0,273,93,83,0.8925,Python
Light-City,CPlusPlusThings,https://github.com/Light-City/CPlusPlusThings,41847,2019-07-14T08:45:45Z,2228,2025-08-19T16:22:08Z,0,0,72,228,218,0.9561,C++
getsentry,sentry,https://github.com/getsentry/sentry,41766,2010-08-30T22:06:41Z,5467,2025-08-19T17:52:32Z,0,154,72698,15725,13585,0.8639,Python
astral-sh,ruff,https://github.com/astral-sh/ruff,41750,2022-08-09T17:17:44Z,1106,2025-08-19T20:34:44Z,0,375,11149,7120,5615,0.7886,Rust
apache,spark,https://github.com/apache/spark,41694,2014-02-25T08:00:08Z,4193,2025-08-19T21:06:05Z,0,0,8,0,0,0.0,Scala
apache,airflow,https://github.com/apache/airflow,41640,2015-04-13T18:04:58Z,3781,2025-08-19T21:04:19Z,0,102,29252,12412,11128,0.8966,Python
iina,iina,https://github.com/iina/iina,41607,2016-12-19T07:18:45Z,3165,2025-08-19T19:21:58Z,0,45,851,4185,2427,0.5799,Swift
Stability-AI,stablediffusion,https://github.com/Stability-AI/stablediffusion,41588,2022-11-23T23:59:50Z,999,2025-08-19T20:18:25Z,0,0,17,324,76,0.2346,Python
Kong,kong,https://github.com/Kong/kong,41569,2014-11-17T23:56:08Z,3927,2025-08-19T20:18:27Z,0,145,6478,4557,4485,0.9842,Lua
yarnpkg,yarn,https://github.com/yarnpkg/yarn,41552,2016-01-19T17:39:16Z,3500,2025-08-19T18:59:26Z,0,152,1654,6606,4731,0.7162,JavaScript
NaiboWang,EasySpider,https://github.com/NaiboWang/EasySpider,41541,2020-07-18T02:41:27Z,1858,2025-08-19T16:56:31Z,0,10,40,709,485,0.6841,JavaScript
freqtrade,freqtrade,https://github.com/freqtrade/freqtrade,41498,2017-05-17T23:48:53Z,3015,2025-08-19T20:57:13Z,0,100,5893,5328,5301,0.9949,Python
spf13,cobra,https://github.com/spf13/cobra,41478,2013-09-03T20:40:26Z,4368,2025-08-19T20:43:20Z,0,24,614,1211,986,0.8142,Go
tldraw,tldraw,https://github.com/tldraw/tldraw,41360,2021-05-09T11:48:37Z,1563,2025-08-19T21:09:00Z,0,79,3545,1737,1514,0.8716,TypeScript
mingrammer,diagrams,https://github.com/mingrammer/diagrams,41346,2020-02-02T15:23:24Z,2025,2025-08-19T19:43:03Z,0,44,328,532,222,0.4173,Python
nolimits4web,swiper,https://github.com/nolimits4web/swiper,41325,2012-03-14T19:11:45Z,4906,2025-08-19T07:30:36Z,0,87,604,5751,5537,0.9628,JavaScript
apachecn,ailearning,https://github.com/apachecn/ailearning,41282,2017-02-25T08:53:02Z,3097,2025-08-19T14:55:07Z,0,2,478,115,112,0.9739,Python
apache,dubbo,https://github.com/apache/dubbo,41231,2012-06-19T07:56:02Z,4809,2025-08-19T16:56:28Z,0,111,5785,7274,6472,0.8897,Java
bailicangdu,vue2-elm,https://github.com/bailicangdu/vue2-elm,41149,2016-12-23T01:49:20Z,3161,2025-08-19T06:17:59Z,0,0,21,630,512,0.8127,Vue
bevyengine,bevy,https://github.com/bevyengine/bevy,41123,2020-01-18T21:13:55Z,2039,2025-08-19T18:39:51Z,0,43,6177,7196,4821,0.67,Rust
zai-org,ChatGLM-6B,https://github.com/zai-org/ChatGLM-6B,41112,2023-03-13T12:00:18Z,890,2025-08-19T17:31:37Z,0,0,48,1308,751,0.5742,Python
hpcaitech,ColossalAI,https://github.com/hpcaitech/ColossalAI,41095,2021-10-28T16:19:44Z,1391,2025-08-19T09:37:50Z,0,50,3699,1725,1298,0.7525,Python
tw93,Pake,https://github.com/tw93/Pake,41094,2022-10-14T09:32:57Z,1040,2025-08-19T20:42:17Z,0,31,100,400,352,0.88,Rust
dcloudio,uni-app,https://github.com/dcloudio/uni-app,41048,2018-07-12T08:52:39Z,2595,2025-08-19T12:06:06Z,0,0,457,4919,4230,0.8599,JavaScript
nwjs,nw.js,https://github.com/nwjs/nw.js,41024,2012-01-04T06:21:10Z,4976,2025-08-19T20:18:39Z,0,0,575,7398,6477,0.8755,JavaScript
AykutSarac,jsoncrack.com,https://github.com/AykutSarac/jsoncrack.com,41009,2022-01-30T15:25:18Z,1297,2025-08-19T19:11:23Z,0,22,85,266,234,0.8797,TypeScript
KRTirtho,spotube,https://github.com/KRTirtho/spotube,41005,2021-02-14T03:17:58Z,1647,2025-08-19T18:38:23Z,0,40,246,1863,1082,0.5808,Dart
streamlit,streamlit,https://github.com/streamlit/streamlit,40977,2019-08-24T00:14:52Z,2187,2025-08-19T20:18:40Z,0,105,5651,5388,4275,0.7934,Python
styled-components,styled-components,https://github.com/styled-components/styled-components,40878,2016-08-16T06:41:32Z,3290,2025-08-19T20:18:43Z,0,176,966,2953,2651,0.8977,TypeScript
docker,awesome-compose,https://github.com/docker/awesome-compose,40870,2020-02-13T08:51:42Z,2014,2025-08-19T18:39:19Z,0,0,149,127,40,0.315,HTML
psf,black,https://github.com/psf/black,40818,2018-03-14T19:54:45Z,2715,2025-08-19T20:08:17Z,0,46,1585,2722,2393,0.8791,Python
vuetifyjs,vuetify,https://github.com/vuetifyjs/vuetify,40675,2016-09-12T00:39:35Z,3263,2025-08-19T19:44:22Z,0,605,4387,14896,14395,0.9664,TypeScript
hexojs,hexo,https://github.com/hexojs/hexo,40665,2012-09-23T15:17:08Z,4713,2025-08-19T20:18:46Z,0,114,945,3985,3912,0.9817,TypeScript
ziglang,zig,https://github.com/ziglang/zig,40591,2015-08-06T00:51:28Z,3666,2025-08-19T20:37:54Z,0,20,9166,13076,9692,0.7412,Zig
zhongyang219,TrafficMonitor,https://github.com/zhongyang219/TrafficMonitor,40537,2017-07-30T02:51:17Z,2942,2025-08-19T16:56:44Z,0,26,63,1883,712,0.3781,C++
fastlane,fastlane,https://github.com/fastlane/fastlane,40421,2014-12-02T17:00:38Z,3913,2025-08-19T20:02:43Z,0,552,6234,13184,12500,0.9481,Ruby
cli,cli,https://github.com/cli/cli,40321,2019-10-03T15:24:53Z,2147,2025-08-19T20:18:45Z,0,173,2600,5131,4295,0.8371,Go
bannedbook,fanqiang,https://github.com/bannedbook/fanqiang,40281,2015-01-14T00:34:25Z,3870,2025-08-19T17:33:21Z,0,3,3,794,466,0.5869,Kotlin
mitmproxy,mitmproxy,https://github.com/mitmproxy/mitmproxy,40214,2010-02-16T04:10:13Z,5663,2025-08-19T21:04:39Z,0,76,2632,3559,3228,0.907,Python
SimplifyJobs,Summer2026-Internships,https://github.com/SimplifyJobs/Summer2026-Internships,40109,2020-05-23T20:53:18Z,1914,2025-08-19T20:48:47Z,0,0,1673,3533,3529,0.9989,
1c7,chinese-independent-developer,https://github.com/1c7/chinese-independent-developer,39994,2017-09-21T11:08:23Z,2889,2025-08-19T20:59:05Z,0,0,312,199,198,0.995,
dylanaraps,pure-bash-bible,https://github.com/dylanaraps/pure-bash-bible,39979,2018-06-13T01:39:33Z,2624,2025-08-19T20:47:36Z,0,0,28,77,33,0.4286,Shell
tabler,tabler,https://github.com/tabler/tabler,39955,2018-02-01T09:08:59Z,2756,2025-08-19T20:20:11Z,0,51,722,1090,1004,0.9211,HTML
chubin,cheat.sh,https://github.com/chubin/cheat.sh,39913,2017-05-07T21:40:56Z,3025,2025-08-19T00:55:54Z,0,0,129,258,133,0.5155,Python
LC044,WeChatMsg,https://github.com/LC044/WeChatMsg,39898,2023-01-11T05:03:49Z,951,2025-08-19T09:50:30Z,0,0,62,0,0,0.0,
deepspeedai,DeepSpeed,https://github.com/deepspeedai/DeepSpeed,39790,2020-01-23T18:35:18Z,2035,2025-08-19T15:00:37Z,0,97,2744,3173,2081,0.6558,Python
GitHubDaily,GitHubDaily,https://github.com/GitHubDaily/GitHubDaily,39693,2018-12-30T13:56:58Z,2424,2025-08-19T20:21:29Z,0,0,3,573,176,0.3072,
microsoft,AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,39685,2021-03-03T16:27:36Z,1630,2025-08-19T17:08:44Z,0,0,168,134,106,0.791,Jupyter Notebook
penpot,penpot,https://github.com/penpot/penpot,39653,2015-12-29T22:09:07Z,3520,2025-08-19T20:07:25Z,0,59,4501,1917,1429,0.7454,Clojure
colinhacks,zod,https://github.com/colinhacks/zod,39580,2020-03-07T20:59:08Z,1991,2025-08-19T20:57:53Z,0,179,833,2697,2499,0.9266,TypeScript
bradtraversy,50projects50days,https://github.com/bradtraversy/50projects50days,39565,2020-11-16T14:39:01Z,1737,2025-08-19T16:53:14Z,0,0,44,0,0,0.0,CSS
chakra-ui,chakra-ui,https://github.com/chakra-ui/chakra-ui,39557,2019-08-17T14:27:54Z,2194,2025-08-19T16:06:19Z,0,1000,2808,4146,4146,1.0,TypeScript
gradio-app,gradio,https://github.com/gradio-app/gradio,39515,2018-12-19T08:24:04Z,2435,2025-08-19T20:17:03Z,0,1000,4744,5922,5490,0.9271,Python
helix-editor,helix,https://github.com/helix-editor/helix,39485,2020-06-01T04:26:56Z,1905,2025-08-19T21:06:08Z,0,30,4245,5376,4536,0.8438,Rust
lukasz-madon,awesome-remote-job,https://github.com/lukasz-madon/awesome-remote-job,39462,2015-01-02T00:31:34Z,3882,2025-08-19T20:16:58Z,0,0,592,79,75,0.9494,
slidevjs,slidev,https://github.com/slidevjs/slidev,39443,2021-04-24T01:25:23Z,1578,2025-08-19T20:21:37Z,0,394,710,1213,1072,0.8838,TypeScript
google-research,bert,https://github.com/google-research/bert,39435,2018-10-25T22:57:34Z,2489,2025-08-19T17:49:54Z,0,0,32,1145,355,0.31,Python
virattt,ai-hedge-fund,https://github.com/virattt/ai-hedge-fund,39406,2024-11-29T16:30:01Z,263,2025-08-19T17:57:35Z,0,0,33,217,198,0.9124,Python
wg,wrk,https://github.com/wg/wrk,39391,2012-03-20T11:12:28Z,4900,2025-08-19T13:55:13Z,0,0,0,406,262,0.6453,C
php,php-src,https://github.com/php/php-src,39375,2011-06-16T01:52:25Z,5178,2025-08-19T16:35:15Z,0,23,4251,4314,3490,0.809,C
QSCTech,zju-icicles,https://github.com/QSCTech/zju-icicles,39364,2016-06-28T16:17:32Z,3339,2025-08-19T16:31:32Z,0,0,224,78,69,0.8846,HTML
harry0703,MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,39287,2024-03-11T02:57:34Z,526,2025-08-19T20:54:15Z,0,9,136,573,393,0.6859,Python
evanw,esbuild,https://github.com/evanw/esbuild,39240,2016-06-14T16:08:50Z,3353,2025-08-19T20:22:08Z,0,301,246,3756,3245,0.864,Go
floodsung,Deep-Learning-Papers-Reading-Roadmap,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,39223,2016-10-14T11:49:48Z,3231,2025-08-19T16:53:44Z,0,0,28,57,5,0.0877,Python
gedoor,legado,https://github.com/gedoor/legado,39191,2019-05-22T04:18:58Z,2281,2025-08-19T17:50:58Z,0,115,1134,2965,2922,0.9855,Kotlin
sharkdp,fd,https://github.com/sharkdp/fd,39177,2017-05-09T21:27:10Z,3023,2025-08-19T20:56:35Z,0,40,651,916,787,0.8592,Rust
upscayl,upscayl,https://github.com/upscayl/upscayl,39143,2022-07-30T17:19:20Z,1116,2025-08-19T20:39:15Z,0,29,100,949,890,0.9378,TypeScript
byoungd,English-level-up-tips,https://github.com/byoungd/English-level-up-tips,39136,2017-05-30T07:18:52Z,3003,2025-08-19T21:07:50Z,0,0,26,101,72,0.7129,HTML
videojs,video.js,https://github.com/videojs/video.js,39051,2010-05-14T18:45:10Z,5576,2025-08-19T16:31:12Z,0,332,1801,5384,4807,0.8928,JavaScript
ChrisTitusTech,winutil,https://github.com/ChrisTitusTech/winutil,39036,2022-04-28T02:25:19Z,1209,2025-08-19T20:37:12Z,0,22,846,1899,1706,0.8984,PowerShell
lm-sys,FastChat,https://github.com/lm-sys/FastChat,39006,2023-03-19T00:18:02Z,884,2025-08-19T18:40:16Z,0,14,849,1899,1066,0.5613,Python
Dogfalo,materialize,https://github.com/Dogfalo/materialize,38959,2014-09-12T19:35:38Z,3994,2025-08-19T16:24:53Z,0,41,449,5222,4599,0.8807,JavaScript
pingcap,tidb,https://github.com/pingcap/tidb,38889,2015-09-06T04:01:52Z,3635,2025-08-19T20:22:24Z,0,210,33069,21280,17238,0.8101,Go
jgm,pandoc,https://github.com/jgm/pandoc,38847,2010-03-20T20:34:23Z,5631,2025-08-19T14:14:47Z,0,147,1684,7980,7011,0.8786,Haskell
vim,vim,https://github.com/vim/vim,38796,2015-08-18T21:03:56Z,3654,2025-08-19T20:22:26Z,0,0,440,8918,7402,0.83,Vim Script
go-gorm,gorm,https://github.com/go-gorm/gorm,38718,2013-10-25T08:31:38Z,4316,2025-08-19T14:07:45Z,0,5,753,6001,5549,0.9247,Go
curl,curl,https://github.com/curl/curl,38592,2010-03-18T22:32:22Z,5632,2025-08-19T19:04:38Z,0,91,198,5149,5137,0.9977,C
tmux,tmux,https://github.com/tmux/tmux,38587,2015-06-03T23:32:55Z,3729,2025-08-19T19:31:19Z,0,37,1,3713,3659,0.9855,C
zhayujie,chatgpt-on-wechat,https://github.com/zhayujie/chatgpt-on-wechat,38548,2022-08-07T08:33:41Z,1108,2025-08-19T15:45:11Z,0,63,261,1999,1699,0.8499,Python
ray-project,ray,https://github.com/ray-project/ray,38541,2016-10-25T19:38:30Z,3220,2025-08-19T20:58:03Z,0,108,27112,20907,18217,0.8713,Python
remoteintech,remote-jobs,https://github.com/remoteintech/remote-jobs,38537,2015-10-13T03:49:25Z,3598,2025-08-19T18:25:48Z,0,0,1283,190,168,0.8842,JavaScript
aria2,aria2,https://github.com/aria2/aria2,38495,2010-11-27T09:41:48Z,5379,2025-08-19T20:48:24Z,0,24,253,1890,824,0.436,C++
mem0ai,mem0,https://github.com/mem0ai/mem0,38453,2023-06-20T08:58:36Z,791,2025-08-19T21:08:38Z,0,265,1663,1088,730,0.671,Python
google,styleguide,https://github.com/google/styleguide,38427,2015-05-20T19:18:59Z,3744,2025-08-19T20:22:34Z,0,0,194,354,239,0.6751,HTML
suno-ai,bark,https://github.com/suno-ai/bark,38387,2023-04-07T19:34:48Z,865,2025-08-19T18:14:54Z,0,0,19,468,239,0.5107,Jupyter Notebook
DIYgod,RSSHub,https://github.com/DIYgod/RSSHub,38367,2018-04-02T14:43:21Z,2696,2025-08-19T20:12:57Z,0,0,11048,6091,5739,0.9422,TypeScript
saadeghi,daisyui,https://github.com/saadeghi/daisyui,38341,2020-11-28T22:57:27Z,1724,2025-08-19T20:46:06Z,0,100,426,1973,1927,0.9767,Svelte
QuivrHQ,quivr,https://github.com/QuivrHQ/quivr,38308,2023-05-12T23:53:30Z,829,2025-08-19T17:31:41Z,0,354,1819,1535,1533,0.9987,Python
phaserjs,phaser,https://github.com/phaserjs/phaser,38286,2013-04-12T12:27:51Z,4512,2025-08-19T15:23:54Z,0,171,1729,4553,4473,0.9824,JavaScript
trpc,trpc,https://github.com/trpc/trpc,38255,2020-07-18T01:17:11Z,1858,2025-08-19T17:16:07Z,0,217,3708,1283,1139,0.8878,TypeScript
files-community,Files,https://github.com/files-community/Files,38206,2019-01-04T18:19:14Z,2419,2025-08-19T20:03:58Z,0,123,5335,10597,10098,0.9529,C#
photoprism,photoprism,https://github.com/photoprism/photoprism,38149,2018-01-27T12:00:15Z,2761,2025-08-19T17:44:37Z,0,78,811,2379,1956,0.8222,Go
makeplane,plane,https://github.com/makeplane/plane,38133,2022-11-19T12:55:01Z,1004,2025-08-19T20:54:16Z,0,48,5581,1313,868,0.6611,TypeScript
PhilJay,MPAndroidChart,https://github.com/PhilJay/MPAndroidChart,38083,2014-04-25T14:29:47Z,4134,2025-08-19T12:54:17Z,0,44,191,4963,2899,0.5841,Java
logseq,logseq,https://github.com/logseq/logseq,38055,2020-05-23T00:06:06Z,1914,2025-08-19T21:06:56Z,0,150,3065,7917,6688,0.8448,Clojure
freefq,free,https://github.com/freefq/free,38053,2020-06-07T02:48:33Z,1899,2025-08-19T19:30:04Z,0,0,0,750,215,0.2867,
impress,impress.js,https://github.com/impress/impress.js,38035,2011-12-28T22:23:19Z,4982,2025-08-19T20:23:22Z,0,15,120,483,431,0.8923,JavaScript
google,leveldb,https://github.com/google/leveldb,38018,2014-08-27T21:17:52Z,4009,2025-08-19T19:54:06Z,0,21,64,777,537,0.6911,C++
koalaman,shellcheck,https://github.com/koalaman/shellcheck,37945,2012-11-17T03:15:11Z,4658,2025-08-19T20:48:32Z,0,30,306,2848,1718,0.6032,Haskell
preactjs,preact,https://github.com/preactjs/preact,37879,2015-09-11T02:40:18Z,3630,2025-08-19T20:23:31Z,0,231,1918,1893,1838,0.9709,JavaScript
appsmithorg,appsmith,https://github.com/appsmithorg/appsmith,37733,2020-06-30T04:07:36Z,1876,2025-08-19T17:04:03Z,0,290,13945,23568,19224,0.8157,TypeScript
ccxt,ccxt,https://github.com/ccxt/ccxt,37700,2017-05-14T15:41:56Z,3019,2025-08-19T20:58:24Z,0,173,13358,10910,10093,0.9251,Python
novuhq,novu,https://github.com/novuhq/novu,37617,2021-08-26T15:22:44Z,1454,2025-08-19T18:30:59Z,0,50,6006,1618,1397,0.8634,TypeScript
calcom,cal.com,https://github.com/calcom/cal.com,37612,2021-03-22T13:47:42Z,1611,2025-08-19T20:36:50Z,0,506,10498,8073,6919,0.8571,TypeScript
goabstract,Awesome-Design-Tools,https://github.com/goabstract/Awesome-Design-Tools,37590,2019-02-12T13:55:30Z,2380,2025-08-19T17:10:17Z,0,0,283,43,25,0.5814,JavaScript
gto76,python-cheatsheet,https://github.com/gto76/python-cheatsheet,37575,2018-01-25T04:16:53Z,2763,2025-08-19T18:35:20Z,0,0,14,65,60,0.9231,Python
2noise,ChatTTS,https://github.com/2noise/ChatTTS,37558,2024-05-27T18:26:49Z,449,2025-08-19T20:23:35Z,0,6,214,656,587,0.8948,Python
karanpratapsingh,system-design,https://github.com/karanpratapsingh/system-design,37502,2022-08-15T18:59:54Z,1100,2025-08-19T20:46:17Z,0,0,11,22,21,0.9545,
FreeCodeCampChina,freecodecamp.cn,https://github.com/FreeCodeCampChina/freecodecamp.cn,37458,2016-09-30T03:13:43Z,3245,2025-08-19T18:04:37Z,0,0,55,586,445,0.7594,CSS
LAION-AI,Open-Assistant,https://github.com/LAION-AI/Open-Assistant,37448,2022-12-13T05:24:17Z,980,2025-08-19T17:31:34Z,0,127,1614,1645,1417,0.8614,Python
ant-design,ant-design-pro,https://github.com/ant-design/ant-design-pro,37421,2017-08-25T10:40:44Z,2916,2025-08-19T15:50:40Z,0,26,1008,9754,9601,0.9843,TypeScript
gofiber,fiber,https://github.com/gofiber/fiber,37417,2020-01-16T03:59:20Z,2042,2025-08-19T20:42:02Z,0,127,1797,1570,1480,0.9427,Go
cloudcommunity,Free-Certifications,https://github.com/cloudcommunity/Free-Certifications,37352,2020-07-31T10:26:19Z,1845,2025-08-19T20:42:00Z,0,0,114,106,69,0.6509,
menloresearch,jan,https://github.com/menloresearch/jan,37239,2023-08-17T02:17:10Z,733,2025-08-19T20:46:35Z,0,87,2640,2843,2699,0.9493,TypeScript
eugenp,tutorials,https://github.com/eugenp/tutorials,37228,2013-04-29T18:26:36Z,4495,2025-08-19T06:23:03Z,0,0,13364,789,772,0.9785,Java
lapce,lapce,https://github.com/lapce/lapce,37160,2018-02-06T08:41:06Z,2751,2025-08-19T17:31:34Z,0,32,1171,1976,1177,0.5956,Rust
istio,istio,https://github.com/istio/istio,37155,2016-11-18T23:57:21Z,3195,2025-08-19T20:23:39Z,0,393,28405,21146,20675,0.9777,Go
