owner,name,url,stars,createdAt,idade_dias,updatedAt,dias_desde_ultima_atualizacao,releases,prsMerged,issuesTotal,issuesClosed,closedRatio,primaryLanguage
ariya,phantomjs,https://github.com/ariya/phantomjs,29479,2010-12-27T08:18:58Z,5349,2025-08-19T16:38:27Z,0,0,562,4745,4731,0.997,C++
mantinedev,mantine,https://github.com/mantinedev/mantine,29444,2021-01-07T14:02:19Z,1685,2025-08-19T17:16:14Z,0,271,1489,3241,3218,0.9929,TypeScript
pmndrs,react-three-fiber,https://github.com/pmndrs/react-three-fiber,29411,2019-02-25T14:31:51Z,2367,2025-08-19T20:24:52Z,0,125,650,1120,1040,0.9286,TypeScript
encode,django-rest-framework,https://github.com/encode/django-rest-framework,29384,2011-03-02T17:13:56Z,5284,2025-08-19T20:14:07Z,0,21,3020,3945,3887,0.9853,Python
IanLunn,Hover,https://github.com/IanLunn/Hover,29376,2014-01-02T14:27:35Z,4247,2025-08-18T21:14:15Z,0,10,23,107,83,0.7757,SCSS
heyverse,hey,https://github.com/heyverse/hey,29376,2022-03-19T15:01:46Z,1249,2025-08-19T04:43:52Z,0,0,3765,0,0,0.0,TypeScript
tokio-rs,tokio,https://github.com/tokio-rs/tokio,29346,2016-09-09T22:31:36Z,3265,2025-08-19T18:38:57Z,0,138,3596,2518,2184,0.8674,Rust
AllThingsSmitty,css-protips,https://github.com/AllThingsSmitty/css-protips,29345,2015-08-29T12:29:03Z,3643,2025-08-19T16:09:06Z,0,0,73,62,61,0.9839,
standard,standard,https://github.com/standard/standard,29338,2015-01-27T01:23:31Z,3857,2025-08-19T19:01:16Z,0,7,411,1232,1122,0.9107,JavaScript
alibaba,canal,https://github.com/alibaba/canal,29316,2013-01-13T10:59:52Z,4601,2025-08-19T15:29:50Z,0,32,473,4729,3571,0.7551,Java
GoogleChrome,lighthouse,https://github.com/GoogleChrome/lighthouse,29284,2016-03-08T01:03:11Z,3451,2025-08-19T20:37:53Z,0,125,5465,9181,8690,0.9465,JavaScript
danny-avila,LibreChat,https://github.com/danny-avila/LibreChat,29243,2023-02-12T01:06:52Z,919,2025-08-19T21:08:04Z,0,58,2128,3253,3094,0.9511,TypeScript
hashicorp,consul,https://github.com/hashicorp/consul,29233,2013-11-04T22:15:27Z,4305,2025-08-19T20:37:57Z,0,217,13729,5537,4270,0.7712,Go
ageron,handson-ml2,https://github.com/ageron/handson-ml2,29201,2019-01-08T03:49:07Z,2415,2025-08-19T16:09:21Z,0,0,64,517,300,0.5803,Jupyter Notebook
lukehoban,es6features,https://github.com/lukehoban/es6features,29193,2014-03-03T18:29:30Z,4187,2025-08-19T20:38:06Z,0,0,41,57,36,0.6316,
xuxueli,xxl-job,https://github.com/xuxueli/xxl-job,29190,2015-11-28T12:59:34Z,3552,2025-08-19T16:11:01Z,0,38,113,3230,3008,0.9313,Java
realpython,python-guide,https://github.com/realpython/python-guide,29149,2011-03-15T03:24:20Z,5271,2025-08-19T11:45:32Z,0,0,683,279,180,0.6452,Batchfile
iperov,DeepFaceLive,https://github.com/iperov/DeepFaceLive,29134,2020-12-15T12:19:22Z,1708,2025-08-19T17:31:23Z,0,35,13,144,143,0.9931,Python
GorvGoyl,Clone-Wars,https://github.com/GorvGoyl/Clone-Wars,29126,2020-12-02T11:10:16Z,1721,2025-08-19T15:27:59Z,0,0,130,82,70,0.8537,
firecracker-microvm,firecracker,https://github.com/firecracker-microvm/firecracker,29099,2017-10-19T06:18:47Z,2861,2025-08-19T20:48:15Z,0,78,3183,1453,1401,0.9642,Rust
spf13,viper,https://github.com/spf13/viper,29099,2014-04-02T14:33:33Z,4157,2025-08-19T20:24:42Z,0,34,507,902,490,0.5432,Go
keycloak,keycloak,https://github.com/keycloak/keycloak,29094,2013-07-02T13:38:51Z,4431,2025-08-19T20:26:09Z,0,86,17510,15228,13245,0.8698,Java
kodecocodes,swift-algorithm-club,https://github.com/kodecocodes/swift-algorithm-club,29092,2016-01-26T17:56:12Z,3493,2025-08-18T04:15:07Z,1,0,610,215,183,0.8512,Swift
google-research,tuning_playbook,https://github.com/google-research/tuning_playbook,29077,2023-01-18T23:32:32Z,943,2025-08-19T20:23:22Z,0,0,14,45,34,0.7556,
sampotts,plyr,https://github.com/sampotts/plyr,29076,2015-02-14T11:33:07Z,3839,2025-08-19T19:25:17Z,0,88,384,2103,1221,0.5806,JavaScript
XIU2,TrackersListCollection,https://github.com/XIU2/TrackersListCollection,29073,2019-10-03T15:55:07Z,2147,2025-08-19T16:10:45Z,0,0,7,0,0,0.0,
composer,composer,https://github.com/composer/composer,29071,2011-06-08T08:53:00Z,5186,2025-08-19T20:28:07Z,0,214,2944,7875,7753,0.9845,PHP
CSSEGISandData,COVID-19,https://github.com/CSSEGISandData/COVID-19,29047,2020-02-04T22:03:53Z,2022,2025-08-19T05:21:18Z,0,0,2152,3759,2079,0.5531,
refined-github,refined-github,https://github.com/refined-github/refined-github,28998,2016-02-15T16:45:02Z,3473,2025-08-19T20:55:20Z,0,173,3427,4511,4371,0.969,TypeScript
ajeetdsouza,zoxide,https://github.com/ajeetdsouza/zoxide,28935,2020-03-05T13:11:40Z,1993,2025-08-19T20:25:59Z,0,36,226,682,580,0.8504,Rust
wuyouzhuguli,SpringAll,https://github.com/wuyouzhuguli/SpringAll,28928,2018-05-02T02:48:44Z,2666,2025-08-19T10:37:24Z,0,0,1,48,27,0.5625,Java
meta-llama,llama3,https://github.com/meta-llama/llama3,28926,2024-03-15T17:57:00Z,522,2025-08-19T21:05:36Z,0,0,23,293,119,0.4061,Python
postcss,postcss,https://github.com/postcss/postcss,28857,2013-09-24T23:06:48Z,4346,2025-08-19T20:39:52Z,0,268,759,1025,998,0.9737,TypeScript
pmndrs,react-spring,https://github.com/pmndrs/react-spring,28849,2018-03-07T15:39:32Z,2722,2025-08-19T20:39:56Z,0,52,437,1259,1143,0.9079,TypeScript
Pierian-Data,Complete-Python-3-Bootcamp,https://github.com/Pierian-Data/Complete-Python-3-Bootcamp,28816,2018-02-12T19:30:10Z,2745,2025-08-19T17:12:17Z,0,0,12,369,225,0.6098,Jupyter Notebook
