repo,stars,releases,age_years,files,code,comment,n_classes,cbo_mean,cbo_median,cbo_std,dit_mean,dit_median,dit_std,lcom_mean,lcom_median,lcom_std
code4craft/netty-learning,3560,0,11.955983,867,69580,39562,1164,5.063574,4.0,4.803203,1.650344,1.0,1.126057,39.249141,1.0,377.978812
fabric8io/kubernetes-client,3558,123,10.152959,473,41938,10301,7777,21.936865,30.0,13.964461,1.116112,1.0,0.478734,84.857657,37.0,528.159438
bilibili/MagicaSakura,3557,3,9.195601,51,5927,1025,84,8.297619,7.5,7.292148,1.678571,2.0,1.193968,25.440476,3.0,73.532609
dropbox/hackpad,3556,0,10.0559,350,86350,30891,619,5.088853,3.0,7.136681,1.806139,1.0,1.361001,152.298869,1.0,963.645495
johncarl81/parceler,3544,0,12.169482,181,9790,3342,440,4.693182,3.0,7.075509,1.35,1.0,1.321023,16.588636,0.0,219.619191
DataLinkDC/dinky,3540,31,4.234699,831,51130,23670,1334,6.913043,5.0,7.814615,1.308846,1.0,0.631004,26.047226,0.0,113.578669
arimorty/floatingsearchview,3536,0,9.782103,23,3566,889,135,3.57037,2.0,7.118969,1.177778,1.0,0.471053,26.281481,0.0,242.918685
LinShunKang/MyPerf4J,3534,23,7.481472,264,12233,1343,306,4.101307,3.0,4.463278,1.173203,1.0,0.379042,10.611111,1.0,40.439906
anggrayudi/android-hidden-api,3533,2,9.964474,2,441,349,4,8.0,7.5,5.477226,1.0,1.0,0.0,56.5,0.5,112.334322
fyhertz/libstreaming,3532,0,12.588997,38,6012,2154,89,3.573034,2.0,4.559923,1.41573,1.0,0.863515,23.292135,0.0,66.563914
luontola/retrolambda,3531,0,12.12242,80,4962,575,240,2.475,1.0,5.254148,1.4125,1.0,0.924249,9.004167,0.0,43.567434
andremion/Music-Player,3525,2,9.32542,15,899,270,32,4.40625,3.5,3.679581,1.75,2.0,0.803219,5.03125,0.5,9.76658
springdoc/springdoc-openapi,3523,95,6.146637,2363,71471,67542,3750,3.931733,3.0,4.781001,1.313867,1.0,0.623531,9.059733,0.0,107.431968
HelloWorld521/Java,3523,0,8.734945,123,3904,1024,124,3.806452,2.0,4.10171,1.419355,1.0,0.846771,5.096774,1.0,13.849023
apache/logging-log4j2,3522,15,12.226506,2544,209445,97746,3437,5.497236,4.0,5.217427,1.513238,1.0,1.435725,46.126855,1.0,1260.089737
lsjwzh/RecyclerViewPager,3519,10,10.626289,25,2431,203,71,4.309859,2.0,4.278156,1.492958,1.0,0.714608,9.971831,0.0,59.92447
spring-cloud/spring-cloud-kubernetes,3517,32,8.720392,36,906,322,1091,7.887259,6.0,6.585857,1.261228,1.0,0.555663,4.967003,0.0,22.385382
immutables/immutables,3515,15,12.157284,1302,73735,23859,2742,4.68089,3.0,5.085973,1.28957,1.0,1.148906,30.568563,0.0,558.417525
dariuszseweryn/RxAndroidBle,3514,60,9.578241,255,18236,3316,477,5.373166,3.0,6.466393,1.314465,1.0,0.901481,53.48218,0.0,620.628478
Netflix/maestro,3513,0,1.379796,810,88983,16656,1028,8.390078,6.0,8.131501,1.61965,1.0,0.89262,28.933852,0.0,383.657045
nytimes/Store,3512,0,8.758872,182,11467,3216,290,6.2,5.0,4.983849,1.562069,1.0,3.138875,17.055172,1.0,124.665603
codeestX/GeekNews,3509,0,9.071596,194,12167,1734,439,4.626424,2.0,5.223483,1.446469,1.0,0.917227,10.009112,0.0,37.649791
baoyongzhang/SwipeMenuListView,3507,2,11.026338,13,1266,233,33,4.393939,2.0,4.834378,1.454545,1.0,0.753778,15.242424,1.0,40.260892
1024-lab/smart-admin,3499,22,5.798546,1120,40379,20209,572,6.414336,4.0,5.989308,1.227273,1.0,0.435819,3.79021,0.0,19.186833
lenve/JavaEETest,3497,0,8.722602,201,4908,696,154,3.519481,3.0,3.395924,1.097403,1.0,0.357359,3.266234,0.0,9.688645
cSploit/android,3493,33,10.915203,172,19961,3036,512,4.208984,2.0,5.761509,1.517578,1.0,1.041076,15.652344,0.0,173.806042
KingJA/LoadSir,3492,6,8.001828,25,971,197,74,5.189189,3.0,4.353162,1.554054,1.5,0.600043,4.013514,0.0,11.990285
TNG/ArchUnit,3483,43,8.368686,363,15439,1069,3672,3.609749,2.0,7.094063,1.275327,1.0,1.04784,39.495915,0.0,483.882911
dromara/liteflow,3482,0,5.440992,397,20484,5395,1965,4.961832,3.0,4.898051,1.803053,2.0,0.665861,15.005598,0.0,122.913546
AxonFramework/AxonFramework,3481,136,13.753192,2110,156617,91378,3809,6.488055,5.0,6.886797,1.285114,1.0,0.782618,16.213442,0.0,101.830607
ittianyu/BottomNavigationViewEx,3477,19,8.806742,14,1381,541,29,4.896552,3.0,5.122394,1.586207,1.0,0.732766,50.137931,0.0,185.897192
phodal/migration,3464,0,5.653475,13,148,11,12,1.416667,1.0,0.668558,1.0,1.0,0.0,0.083333,0.0,0.288675
ferredoxin/QNotified,3463,28,6.447108,295,35811,7037,511,6.005871,4.0,6.216831,1.630137,1.0,1.22001,47.767123,0.0,505.760567
rubensousa/PreviewSeekBar,3462,10,8.605143,11,1358,395,23,5.652174,2.0,6.343276,1.173913,1.0,0.387553,28.173913,1.0,64.216716
Grt1228/chatgpt-java,3461,10,2.558937,158,6776,3589,201,6.741294,4.0,9.417151,1.099502,1.0,0.360624,11.930348,0.0,137.903282
eclipse-openj9/openj9,3458,53,8.023134,4977,596680,231580,7204,3.427263,2.0,5.115423,1.536091,1.0,1.381218,110.977374,0.0,2142.747187
alamkanak/Android-Week-View,3448,4,10.961264,12,1963,579,27,3.62963,2.0,7.201219,1.259259,1.0,0.594371,238.333333,0.0,1189.25759
Netflix/concurrency-limits,3446,102,7.726787,79,5255,1642,128,4.609375,3.0,4.597559,1.28125,1.0,0.709192,8.28125,1.0,21.318336
crossoverJie/SSM,3441,10,9.200822,169,9880,1659,218,3.188073,2.0,3.973002,1.151376,1.0,0.35924,110.802752,2.0,431.315192
guolindev/giffun,3433,0,6.597693,292,23221,10092,478,5.382845,3.0,6.834206,1.278243,1.0,0.663505,25.338912,1.0,126.866237
rom1v/sndcpy,3433,2,5.232597,2,213,2,4,7.75,4.5,8.261356,2.0,2.0,0.816497,20.25,0.0,40.5
sherxon/AlgoDS,3431,0,8.712701,621,22300,3127,710,1.338028,1.0,0.832073,1.004225,1.0,0.064911,1.411268,0.0,4.099935
apache/fory,3431,47,2.351427,566,84268,17461,1461,5.312799,3.0,7.616944,2.203285,1.0,4.291328,39.149897,0.0,266.046136
RikkaApps/Sui,3427,21,4.664399,62,4482,1391,89,4.932584,3.0,5.724345,1.179775,1.0,0.414559,14.550562,1.0,66.219334
xcc3641/SeeWeather,3427,2,9.534496,71,3651,518,106,4.924528,3.0,5.804265,1.537736,1.0,1.196618,6.122642,1.0,14.984247
WinterChenS/my-site,3423,0,7.336467,79,4757,1828,90,6.188889,3.0,7.975939,1.188889,1.0,0.494792,35.022222,0.0,169.598401
GitLqr/LQRWeChat,3421,0,8.56879,233,17515,2875,386,5.005181,2.0,7.781762,1.417098,1.0,0.776016,18.935233,1.0,74.027818
woxingxiao/BubbleSeekBar,3419,12,8.830714,11,1946,143,30,4.9,2.0,6.885016,1.3,1.0,0.534983,91.7,1.0,427.33417
freeplane/freeplane,3418,10,12.970982,1862,174487,37002,3560,4.547753,3.0,6.396119,1.564607,1.0,1.290066,48.397472,0.0,532.415618
google/volley,3414,9,8.605852,98,10077,3958,231,5.190476,2.0,5.970077,1.69697,1.0,2.246532,12.285714,0.0,80.61948
openhab/openhab1-addons,3413,14,11.951184,0,0,0,5661,5.373609,3.0,9.548378,1.430666,1.0,1.064197,143.09009,0.0,4985.998844
getActivity/Toaster,3412,36,6.964531,25,1554,556,36,4.527778,3.0,4.423871,1.333333,1.0,0.676123,38.805556,0.5,107.000886
apache/incubator-kie-optaplanner,3411,6,14.546762,237,15315,5612,3215,7.2507,5.0,6.908774,1.841058,1.0,1.208477,49.22084,1.0,436.981218
